intern_id,name,age,gender,department,internship_duration,attendance_rate,task_completion_rate,punctuality_score,communication_score,teamwork_score,technical_score,problem_solving_score,initiative_score,project_score,mentor_feedback_score,training_hours,certifications,late_submissions,extra_activities,overall_performance,soft_skills_score,discipline_score
182,Intern_182,23,male,data science,3,80,84,4.9,6.5,9.2,8.5,9.4,4.2,41,7.6,118,6,2,0,44.5,6.633333333333333,78
183,Intern_183,22,male,web dev,6,91,100,3.2,6.0,5.4,10.0,7.5,9.0,80,4.1,97,2,2,1,63.333333333333336,6.8,89
184,Intern_184,27,female,web dev,9,71,50,7.7,6.5,8.3,6.5,6.4,4.6,88,8.4,35,0,8,1,48.166666666666664,6.466666666666666,63
185,Intern_185,24,female,web dev,6,69,52,9.3,8.7,7.1,4.5,8.9,4.9,74,6.5,40,5,3,1,43.5,6.8999999999999995,66
186,Intern_186,25,male,hr,3,89,94,4.9,7.4,9.5,4.9,9.0,6.5,85,9.5,47,0,2,0,61.300000000000004,7.8,87
187,Intern_187,22,female,iot,6,60,97,5.0,3.1,9.9,4.5,5.4,4.9,98,4.5,102,3,6,0,66.5,5.966666666666666,54
188,Intern_188,27,male,data science,6,85,100,5.9,6.5,8.3,7.9,9.0,9.3,59,5.6,112,1,5,1,55.63333333333333,8.033333333333333,80
189,Intern_189,23,female,marketing,9,62,65,5.6,6.3,9.5,7.8,7.5,5.8,81,7.1,51,6,8,1,51.26666666666667,7.2,54
190,Intern_190,21,female,data science,3,87,82,3.9,3.7,7.8,9.4,7.1,7.3,90,7.5,27,1,1,1,60.46666666666667,6.266666666666667,86
191,Intern_191,26,male,marketing,3,96,69,7.2,9.6,8.2,5.6,8.5,6.4,69,6.5,56,1,11,1,47.86666666666667,8.066666666666665,85
192,Intern_192,26,female,data science,9,63,98,4.1,6.5,4.9,6.5,9.0,4.6,48,6.5,20,3,6,0,50.833333333333336,5.333333333333333,57
193,Intern_193,21,female,iot,6,99,57,4.2,9.2,8.1,7.8,5.2,5.8,52,3.0,40,5,9,0,38.93333333333333,7.699999999999999,90
194,Intern_194,21,female,web dev,6,74,87,6.5,7.2,4.9,6.5,9.2,4.6,81,8.5,69,5,11,1,58.166666666666664,5.566666666666667,63
195,Intern_195,19,female,data science,6,67,78,4.4,3.8,5.7,6.8,8.6,4.2,68,6.7,67,5,6,0,50.93333333333334,4.566666666666666,61
196,Intern_196,26,female,web dev,9,65,71,9.9,9.0,4.4,3.6,4.1,6.6,99,6.5,126,4,11,1,57.86666666666667,6.666666666666667,54
197,Intern_197,24,male,data science,9,82,57,5.6,6.5,7.3,7.5,5.9,4.4,71,7.2,83,5,14,1,45.166666666666664,6.066666666666667,68
198,Intern_198,19,female,web dev,3,79,76,5.5,5.7,3.1,5.8,7.1,8.4,76,9.3,126,3,14,1,52.6,5.733333333333334,65
199,Intern_199,22,female,data science,6,84,81,4.0,5.2,3.7,9.8,7.7,8.0,73,6.5,99,4,5,1,54.6,5.633333333333333,79
200,Intern_200,22,female,data science,9,76,58,8.0,9.8,7.9,7.0,8.4,7.5,80,5.6,85,0,4,0,48.333333333333336,8.4,72
201,Intern_201,24,male,web dev,6,70,69,8.7,4.4,9.2,8.8,4.7,6.8,51,6.1,142,3,10,0,42.93333333333334,6.8,60
202,Intern_202,24,male,marketing,6,81,77,8.8,6.5,8.0,3.1,8.1,7.8,78,8.9,93,6,0,0,52.699999999999996,7.433333333333334,81
203,Intern_203,23,female,iot,6,65,65,9.6,6.7,9.3,9.8,7.3,8.0,71,6.5,60,1,7,1,48.6,8.0,58
204,Intern_204,26,female,web dev,6,73,97,9.1,5.1,7.3,6.7,7.6,6.7,79,8.2,22,3,0,1,60.9,6.366666666666666,73
205,Intern_205,21,male,data science,6,98,74,6.6,8.1,7.5,8.2,5.5,8.2,95,7.5,122,0,13,1,59.06666666666666,7.933333333333333,85
206,Intern_206,21,male,data science,3,81,96,9.8,6.1,4.0,6.6,7.1,7.3,63,5.7,53,2,2,0,55.199999999999996,5.8,79
207,Intern_207,25,male,data science,6,62,51,8.8,6.5,8.4,4.6,3.9,9.2,50,5.0,90,5,3,1,35.199999999999996,8.033333333333333,59
208,Intern_208,25,male,data science,6,83,57,6.3,9.6,8.5,9.0,3.3,9.8,77,4.0,110,2,10,1,47.666666666666664,9.3,73
209,Intern_209,22,male,web dev,6,95,72,7.5,9.3,5.5,6.4,6.6,5.2,62,6.5,143,2,1,1,46.800000000000004,6.666666666666667,94
210,Intern_210,25,male,hr,6,97,57,7.0,8.0,9.6,4.5,9.3,5.9,92,7.4,136,4,12,1,51.166666666666664,7.833333333333333,85
211,Intern_211,26,male,marketing,3,87,50,4.3,5.7,8.3,3.1,8.6,9.3,58,8.3,144,4,11,1,37.03333333333333,7.766666666666667,76
212,Intern_212,26,male,data science,9,94,79,8.0,6.5,3.6,4.2,3.1,4.7,67,5.6,55,1,10,0,50.06666666666666,4.933333333333334,84
213,Intern_213,19,female,hr,6,88,61,3.9,5.8,9.6,7.3,8.5,4.0,58,9.9,80,2,1,1,42.1,6.466666666666666,87
214,Intern_214,27,male,marketing,9,88,67,8.8,6.1,9.3,6.0,7.4,4.4,44,5.3,68,2,2,1,39.0,6.6000000000000005,86
215,Intern_215,23,female,web dev,6,76,96,7.4,9.4,9.3,6.5,4.2,4.8,82,6.5,103,5,12,1,61.5,7.833333333333335,64
216,Intern_216,24,male,data science,6,81,97,7.9,3.1,5.3,3.5,9.4,9.5,62,7.1,79,1,1,0,54.166666666666664,5.966666666666666,80
217,Intern_217,23,female,web dev,6,95,92,5.6,7.9,4.9,7.2,5.3,7.6,76,6.9,137,5,11,0,58.4,6.8,84
218,Intern_218,24,female,hr,3,95,74,9.2,8.3,8.9,3.9,8.7,3.7,80,9.8,74,4,13,0,52.63333333333333,6.966666666666668,82
219,Intern_219,19,female,web dev,6,62,96,5.0,7.4,7.4,5.7,8.0,6.7,74,5.5,96,2,5,1,58.56666666666666,7.166666666666667,57
220,Intern_220,22,female,data science,6,97,59,6.0,5.8,6.4,4.8,4.3,4.9,92,4.1,134,5,8,0,51.93333333333334,5.7,89
221,Intern_221,24,male,data science,6,78,61,6.4,8.5,9.6,6.5,3.6,4.2,43,4.6,52,5,8,0,36.833333333333336,7.433333333333334,70
222,Intern_222,23,female,data science,9,68,92,4.1,8.0,5.5,6.1,9.2,5.1,80,5.6,14,1,3,0,59.36666666666667,6.2,65
223,Intern_223,21,male,iot,3,85,67,8.0,5.8,5.5,7.1,6.6,9.6,62,4.5,19,1,14,1,45.36666666666667,6.966666666666666,71
224,Intern_224,24,male,web dev,6,80,67,9.2,3.8,7.2,7.9,6.0,6.7,93,9.7,41,0,5,1,55.96666666666667,5.8999999999999995,75
225,Intern_225,20,female,marketing,6,84,90,7.4,5.5,4.9,10.0,5.5,3.2,59,8.4,65,5,10,1,53.0,4.533333333333334,74
226,Intern_226,26,male,marketing,6,100,56,9.6,6.5,9.0,7.8,8.0,4.8,57,6.6,101,1,8,0,40.266666666666666,6.766666666666667,92
227,Intern_227,25,female,hr,6,72,84,9.5,6.8,9.9,6.1,7.8,10.0,56,4.1,61,0,3,1,48.699999999999996,8.9,69
228,Intern_228,19,female,data science,3,73,57,6.3,8.9,8.6,8.8,4.5,4.8,50,8.3,108,2,12,0,38.6,7.433333333333334,61
229,Intern_229,20,female,iot,9,99,51,4.8,7.6,8.7,8.3,7.1,9.1,83,6.0,45,6,8,1,47.43333333333334,8.466666666666667,91
230,Intern_230,26,female,marketing,6,78,62,5.8,8.8,8.1,8.5,8.2,7.4,94,8.0,21,2,0,0,54.833333333333336,8.1,78
231,Intern_231,19,female,web dev,6,76,77,8.5,3.7,6.1,6.5,4.4,8.5,65,6.2,97,4,11,1,49.5,6.1000000000000005,65
232,Intern_232,22,male,marketing,6,67,88,3.7,3.4,7.6,7.7,8.9,6.5,92,9.0,19,1,2,0,62.56666666666666,5.833333333333333,65
233,Intern_233,26,male,web dev,3,66,77,9.8,6.5,9.4,6.2,5.9,4.6,97,5.8,118,0,4,1,60.06666666666666,6.833333333333333,62
234,Intern_234,22,male,data science,6,80,84,3.2,6.3,10.0,3.9,7.0,3.8,57,6.5,89,6,4,0,48.300000000000004,6.7,76
235,Intern_235,24,female,web dev,6,83,68,4.5,8.0,9.4,7.3,9.0,9.1,40,4.0,47,0,7,1,38.43333333333333,8.833333333333334,76
236,Intern_236,25,male,iot,6,85,64,6.6,6.7,6.3,6.2,5.3,5.9,80,3.1,101,1,11,0,50.06666666666666,6.3,74
237,Intern_237,20,male,data science,9,87,97,7.6,6.5,9.1,5.0,3.4,4.4,78,6.5,5,5,10,1,60.0,6.666666666666667,77
238,Intern_238,24,male,data science,9,71,72,3.6,8.2,8.8,9.8,6.5,5.5,43,7.3,97,4,4,1,41.6,7.5,67
239,Intern_239,22,female,iot,6,83,53,9.3,7.7,3.2,8.7,4.8,3.5,54,9.9,103,2,4,0,38.56666666666667,4.8,79
240,Intern_240,25,female,data science,6,94,77,4.2,8.2,3.1,8.1,7.6,6.6,94,9.6,21,6,9,1,59.699999999999996,5.966666666666666,85
241,Intern_241,27,female,data science,6,79,63,5.8,6.5,5.2,6.6,6.8,5.7,66,5.8,69,2,10,1,45.199999999999996,5.8,69
242,Intern_242,24,male,data science,3,71,51,3.7,6.5,8.4,6.1,9.9,3.8,52,6.5,6,1,9,0,36.36666666666667,6.233333333333333,62
243,Intern_243,25,female,web dev,3,68,78,3.2,3.1,8.5,5.9,9.0,8.4,68,6.0,146,2,5,0,50.63333333333333,6.666666666666667,63
244,Intern_244,26,female,web dev,6,67,67,3.6,4.6,9.0,6.5,5.8,6.3,60,7.5,96,4,6,0,44.5,6.633333333333333,61
245,Intern_245,19,male,data science,3,85,80,7.9,8.6,7.0,5.4,6.6,3.0,88,7.6,50,4,12,0,57.800000000000004,6.2,73
246,Intern_246,21,female,marketing,6,99,53,6.9,6.0,9.1,3.5,5.1,8.2,48,6.5,123,4,11,0,34.833333333333336,7.766666666666666,88
247,Intern_247,20,female,iot,6,73,64,7.1,6.7,8.9,3.5,5.7,5.1,72,6.5,88,5,6,1,46.5,6.900000000000001,67
248,Intern_248,25,female,data science,9,67,53,7.4,5.9,9.9,7.7,3.7,9.2,87,9.7,142,4,12,0,49.23333333333333,8.333333333333334,55
249,Intern_249,21,male,iot,6,88,59,3.8,5.4,3.4,4.9,8.1,3.1,44,6.5,23,3,11,0,35.96666666666667,3.966666666666667,77
250,Intern_250,21,male,marketing,6,81,96,8.5,5.8,8.2,6.0,5.7,8.3,79,4.1,6,1,0,0,60.333333333333336,7.433333333333334,81
251,Intern_251,24,female,data science,3,87,72,6.3,3.1,3.4,6.5,3.4,7.3,40,4.0,112,3,10,0,39.5,4.6000000000000005,77
252,Intern_252,26,female,data science,6,76,82,9.8,9.1,9.6,6.5,9.4,8.8,58,8.0,53,5,3,1,48.833333333333336,9.166666666666666,73
253,Intern_253,20,female,data science,6,67,87,5.7,7.1,6.3,3.4,7.0,3.7,93,6.9,43,5,5,1,61.13333333333333,5.699999999999999,62
254,Intern_254,23,male,marketing,9,76,89,9.8,6.5,4.8,7.1,5.6,7.1,89,7.5,89,0,9,0,61.699999999999996,6.133333333333333,67
255,Intern_255,26,female,data science,6,92,79,8.8,6.8,7.7,9.0,9.4,8.5,74,4.0,75,0,8,1,54.0,7.666666666666667,84
256,Intern_256,22,male,web dev,3,68,70,4.8,6.4,3.4,7.9,6.9,6.8,45,3.9,17,3,0,0,40.96666666666667,5.533333333333334,68
257,Intern_257,20,female,iot,3,73,79,6.1,6.2,7.3,4.3,9.9,7.9,43,6.8,6,5,6,1,42.1,7.133333333333333,67
258,Intern_258,21,male,iot,3,81,63,8.3,4.2,9.3,8.4,7.9,4.6,58,6.5,34,2,3,1,43.13333333333333,6.033333333333334,78
259,Intern_259,22,male,hr,6,97,63,8.3,5.2,6.3,6.5,8.5,8.4,75,6.5,50,0,7,0,48.166666666666664,6.633333333333333,90
260,Intern_260,20,male,data science,3,72,70,6.8,9.4,9.3,9.6,9.5,3.7,90,4.8,91,5,3,0,56.53333333333333,7.466666666666668,69
261,Intern_261,24,male,marketing,6,91,70,7.9,4.2,7.5,5.1,4.4,9.7,70,6.5,11,3,8,0,48.36666666666667,7.133333333333333,83
262,Intern_262,23,male,hr,9,94,59,6.0,9.4,4.7,3.6,9.8,5.1,66,9.2,94,6,5,0,42.86666666666667,6.400000000000001,89
263,Intern_263,24,male,data science,9,70,55,9.1,7.4,9.1,5.8,6.8,9.8,90,9.8,78,6,0,0,50.26666666666667,8.766666666666667,70
264,Intern_264,21,male,hr,6,85,64,8.1,6.5,6.2,3.2,5.2,7.8,95,4.4,106,3,12,1,54.06666666666666,6.833333333333333,73
265,Intern_265,23,male,data science,9,89,57,7.0,6.5,4.8,9.5,8.0,8.4,64,4.4,69,6,10,0,43.5,6.566666666666667,79
266,Intern_266,20,female,data science,3,74,94,8.1,3.9,3.8,9.8,8.7,4.5,56,3.8,97,5,12,0,53.26666666666667,4.066666666666666,62
267,Intern_267,22,female,iot,6,64,100,4.3,9.2,3.3,3.1,5.6,9.7,74,5.7,84,3,7,1,59.03333333333333,7.3999999999999995,57
268,Intern_268,21,female,web dev,6,68,84,4.9,5.4,7.1,6.1,7.0,7.6,92,5.5,81,1,6,1,60.699999999999996,6.7,62
269,Intern_269,20,male,marketing,3,73,67,4.3,7.2,5.3,6.9,9.1,3.1,97,7.6,57,3,14,0,56.96666666666667,5.2,59
270,Intern_270,23,male,web dev,6,98,75,9.9,6.5,6.1,6.0,5.3,9.6,43,4.2,44,0,14,1,41.333333333333336,7.3999999999999995,84
271,Intern_271,24,male,iot,9,67,83,4.0,7.9,8.6,6.5,4.2,3.6,75,6.3,112,6,11,1,54.833333333333336,6.7,56
272,Intern_272,27,female,data science,9,92,98,8.9,5.0,8.7,6.5,8.9,4.2,75,7.9,23,2,7,0,59.833333333333336,5.966666666666666,85
273,Intern_273,22,female,web dev,6,69,91,4.7,5.6,7.7,8.4,5.1,9.7,44,8.5,57,0,4,1,47.800000000000004,7.666666666666667,65
274,Intern_274,20,male,data science,3,98,58,3.3,5.1,3.9,5.2,9.1,7.1,55,7.4,113,4,0,0,39.4,5.366666666666667,98
275,Intern_275,21,female,data science,9,90,87,7.3,6.1,7.6,5.3,5.6,3.5,69,4.2,117,2,14,0,53.76666666666667,5.733333333333333,76
276,Intern_276,25,female,hr,9,83,74,5.5,8.1,8.9,3.5,3.9,5.7,68,6.5,127,0,14,1,48.5,7.566666666666666,69
277,Intern_277,24,male,marketing,6,83,57,7.8,3.3,8.2,3.1,8.3,9.5,59,3.7,89,1,4,0,39.699999999999996,7.0,79
278,Intern_278,26,male,marketing,3,99,64,8.7,6.5,7.6,3.7,8.3,6.0,83,6.5,59,6,14,0,50.23333333333333,6.7,85
279,Intern_279,20,female,data science,3,69,65,9.8,6.2,4.9,6.5,5.7,9.9,72,6.5,80,5,4,1,47.833333333333336,7.0,65
280,Intern_280,22,male,hr,9,85,97,3.7,4.7,4.8,5.8,9.1,4.7,91,8.8,74,1,0,0,64.60000000000001,4.733333333333333,85
281,Intern_281,22,female,hr,6,72,100,6.5,8.0,3.5,6.0,8.6,4.7,95,6.1,137,2,2,1,67.0,5.3999999999999995,70
282,Intern_282,24,male,web dev,3,66,53,4.6,9.6,7.9,3.8,3.1,6.8,43,9.8,80,3,13,1,33.266666666666666,8.1,53
283,Intern_283,19,female,marketing,6,91,65,10.0,6.5,4.7,6.1,3.2,7.9,92,3.4,85,4,14,0,54.36666666666667,6.366666666666667,77
284,Intern_284,26,female,marketing,3,62,71,4.9,5.3,4.5,9.5,9.2,3.1,78,6.5,10,3,5,0,52.833333333333336,4.3,57
285,Intern_285,21,male,marketing,6,95,92,3.0,6.5,8.1,5.9,9.1,4.8,80,6.8,118,4,7,1,59.300000000000004,6.466666666666666,88
286,Intern_286,25,female,marketing,9,71,53,3.4,6.4,5.3,6.5,8.2,4.9,96,9.1,84,5,10,0,51.833333333333336,5.533333333333334,61
287,Intern_287,19,male,web dev,3,79,66,9.7,9.6,8.6,7.6,9.4,3.8,43,7.5,146,1,6,1,38.86666666666667,7.333333333333333,73
288,Intern_288,20,female,iot,6,75,51,3.5,6.0,6.0,7.7,5.0,8.6,40,4.2,77,0,14,1,32.9,6.866666666666667,61
289,Intern_289,19,female,hr,6,97,83,9.8,5.3,9.0,5.4,5.2,4.8,41,6.5,143,1,6,0,43.13333333333333,6.366666666666667,91
290,Intern_290,23,female,marketing,6,94,56,5.3,7.0,9.4,3.5,7.8,3.0,40,7.5,97,0,7,0,33.166666666666664,6.466666666666666,87
291,Intern_291,25,male,web dev,9,90,87,7.9,4.0,8.2,8.8,4.7,8.3,60,9.9,104,4,9,0,51.93333333333334,6.833333333333333,81
292,Intern_292,24,male,data science,6,76,97,4.5,3.4,4.2,3.3,9.5,7.7,68,8.5,41,2,6,1,56.1,5.1000000000000005,70
293,Intern_293,25,male,data science,9,67,74,9.0,7.0,4.2,5.4,4.2,6.7,84,9.2,134,3,14,0,54.46666666666667,5.966666666666666,53
294,Intern_294,23,female,data science,6,67,99,8.8,6.7,7.5,6.5,3.5,5.5,78,9.7,55,3,12,0,61.166666666666664,6.566666666666666,55
295,Intern_295,26,female,marketing,9,71,56,3.9,6.9,3.0,6.6,3.8,8.1,87,7.9,118,1,1,0,49.86666666666667,6.0,70
296,Intern_296,19,female,data science,9,77,66,3.5,8.7,7.3,9.5,5.7,9.4,86,9.7,12,2,9,1,53.833333333333336,8.466666666666667,68
297,Intern_297,23,female,iot,9,77,64,9.0,6.2,9.1,9.8,9.6,9.6,60,6.7,38,6,3,0,44.6,8.299999999999999,74
298,Intern_298,21,female,data science,3,69,81,5.1,5.1,4.8,7.9,5.1,6.6,87,6.5,102,0,7,0,58.63333333333333,5.5,62
299,Intern_299,27,male,web dev,6,67,75,8.8,9.2,4.3,6.2,9.9,5.4,62,6.2,52,3,10,0,47.73333333333333,6.3,57
300,Intern_300,27,male,web dev,9,82,69,8.1,7.6,9.5,6.9,8.4,4.6,70,6.5,63,2,2,0,48.63333333333333,7.233333333333334,80
301,Intern_301,21,female,data science,9,96,59,8.8,6.1,3.8,3.6,6.5,3.2,66,5.7,100,6,0,1,42.86666666666667,4.366666666666666,96
302,Intern_302,27,male,web dev,3,65,91,5.4,9.0,4.5,5.0,8.9,4.3,96,5.1,60,0,0,0,64.0,5.933333333333334,65
303,Intern_303,27,male,hr,6,60,67,6.4,3.8,5.7,8.3,5.9,5.2,87,6.5,55,0,8,0,54.1,4.8999999999999995,52
304,Intern_304,23,male,marketing,3,84,80,5.6,9.4,4.9,7.0,3.2,9.8,62,9.2,35,0,4,1,49.666666666666664,8.033333333333333,80
305,Intern_305,27,female,hr,6,89,86,5.3,8.3,6.1,7.6,6.0,7.6,51,8.6,8,4,4,0,48.199999999999996,7.333333333333333,85
306,Intern_306,19,female,data science,6,92,77,3.2,7.2,8.9,8.9,6.0,6.7,94,6.5,92,0,3,0,59.96666666666667,7.6000000000000005,89
307,Intern_307,23,female,data science,6,88,83,7.3,5.7,3.3,5.6,7.8,7.3,100,9.8,134,6,13,0,62.86666666666667,5.433333333333334,75
308,Intern_308,26,male,hr,6,69,80,7.2,7.8,6.8,6.5,5.2,6.5,98,3.2,31,1,7,1,61.5,7.033333333333334,62
309,Intern_309,24,male,web dev,6,82,88,6.4,6.5,8.2,6.1,4.9,7.2,60,4.5,110,3,0,1,51.36666666666667,7.3,82
310,Intern_310,25,male,data science,3,86,61,4.0,6.0,9.5,8.8,8.3,7.0,89,9.8,132,1,6,0,52.93333333333334,7.5,80
311,Intern_311,23,male,iot,9,81,51,5.7,3.3,3.1,6.5,4.2,6.5,94,3.9,11,6,13,0,50.5,4.3,68
312,Intern_312,25,male,iot,6,86,92,4.3,3.9,7.2,6.5,5.5,8.3,79,9.5,50,5,2,1,59.166666666666664,6.466666666666666,84
313,Intern_313,22,female,iot,6,63,79,4.7,5.2,4.9,7.5,5.2,7.8,70,8.9,99,3,8,0,52.166666666666664,5.966666666666668,55
314,Intern_314,19,male,data science,6,79,95,6.2,6.5,9.5,8.0,7.9,5.0,91,4.7,52,6,13,0,64.66666666666667,7.0,66
315,Intern_315,25,male,iot,6,86,62,8.2,8.8,6.9,8.3,9.8,7.0,63,4.3,146,4,8,0,44.43333333333334,7.566666666666667,78
316,Intern_316,22,male,web dev,3,65,82,5.2,5.0,6.2,3.9,5.8,3.8,62,6.5,41,1,13,1,49.300000000000004,5.0,52
317,Intern_317,20,male,web dev,6,79,62,9.3,3.3,7.1,6.0,7.4,9.7,68,6.4,42,0,1,0,45.333333333333336,6.699999999999999,78
318,Intern_318,23,male,data science,3,91,57,9.8,7.1,3.5,7.1,9.9,4.9,81,8.4,122,1,2,1,48.36666666666667,5.166666666666667,89
319,Intern_319,20,female,data science,6,87,75,6.3,6.5,6.5,3.6,4.0,6.8,84,3.5,42,3,12,0,54.199999999999996,6.6000000000000005,75
320,Intern_320,24,female,hr,9,64,54,9.3,8.4,3.2,8.9,5.6,10.0,71,6.5,103,4,13,1,44.63333333333333,7.2,51
321,Intern_321,20,male,data science,6,89,81,8.1,6.3,5.9,5.9,7.5,3.3,40,4.9,106,6,10,0,42.300000000000004,5.166666666666667,79
322,Intern_322,27,male,web dev,9,76,90,3.3,9.3,6.1,8.6,3.3,8.0,65,6.8,63,0,7,0,54.53333333333333,7.8,69
323,Intern_323,22,male,hr,6,87,76,6.3,5.3,4.9,9.7,8.7,9.1,68,7.3,108,6,3,0,51.23333333333333,6.433333333333333,84
324,Intern_324,19,male,iot,6,88,50,3.1,6.1,3.6,7.5,8.1,8.2,92,9.3,37,6,5,0,49.833333333333336,5.966666666666666,83
325,Intern_325,20,female,marketing,6,68,96,6.5,7.4,6.6,8.2,9.4,6.2,94,3.6,108,4,14,1,66.06666666666666,6.733333333333333,54
326,Intern_326,23,female,hr,6,69,74,7.7,4.7,3.8,6.5,6.0,9.7,97,8.5,142,6,0,0,59.166666666666664,6.066666666666666,69
327,Intern_327,27,female,marketing,6,77,100,4.8,6.4,5.8,3.1,3.2,9.9,54,4.9,58,2,13,1,52.36666666666667,7.366666666666667,64
328,Intern_328,24,male,data science,6,81,76,6.8,5.8,7.8,4.2,8.8,7.3,93,9.7,104,2,1,0,57.73333333333333,6.966666666666666,80
329,Intern_329,23,female,marketing,6,93,92,7.5,4.1,5.7,6.5,9.0,7.0,93,5.5,104,6,7,1,63.833333333333336,5.6000000000000005,86
330,Intern_330,22,female,iot,9,94,100,3.9,5.0,5.0,5.5,7.8,9.2,49,4.4,106,3,6,1,51.5,6.3999999999999995,88
331,Intern_331,24,male,hr,3,77,94,4.3,9.6,6.9,4.8,4.3,5.3,48,4.1,18,0,11,1,48.93333333333334,7.266666666666667,66
332,Intern_332,19,female,data science,3,84,67,3.2,4.2,5.3,6.5,3.9,9.6,95,9.3,13,6,1,0,56.166666666666664,6.366666666666667,83
333,Intern_333,27,female,data science,6,85,68,3.9,6.2,4.2,6.5,9.9,6.5,75,8.3,39,3,9,1,49.833333333333336,5.633333333333333,76
334,Intern_334,26,female,iot,6,65,78,8.4,9.5,5.7,3.3,7.8,3.3,85,6.5,78,1,14,1,55.43333333333334,6.166666666666667,51
335,Intern_335,23,female,data science,3,86,61,9.9,9.2,3.3,7.9,5.0,9.7,89,5.7,149,5,13,1,52.63333333333333,7.3999999999999995,73
336,Intern_336,22,male,data science,3,66,81,9.9,9.5,5.2,6.3,3.7,6.8,85,4.9,117,2,3,0,57.43333333333334,7.166666666666667,63
337,Intern_337,22,female,hr,6,70,69,4.1,4.9,7.9,6.5,4.2,3.2,90,3.9,60,1,13,0,55.166666666666664,5.333333333333333,57
338,Intern_338,25,female,hr,6,60,82,9.7,4.1,3.7,7.2,7.1,3.1,61,7.6,7,3,12,1,50.06666666666666,3.6333333333333333,48
339,Intern_339,20,male,hr,9,97,97,8.8,8.0,4.7,6.5,6.4,3.7,41,8.2,147,3,9,1,48.166666666666664,5.466666666666666,88
340,Intern_340,26,female,data science,6,98,73,5.9,7.2,5.6,4.4,5.0,6.0,53,6.5,32,3,13,1,43.46666666666667,6.266666666666667,85
341,Intern_341,20,female,hr,3,78,62,5.6,4.6,6.4,5.5,5.0,9.2,95,8.2,139,1,6,1,54.166666666666664,6.733333333333333,72
342,Intern_342,21,male,web dev,6,91,63,9.1,6.5,8.3,5.4,9.9,4.0,80,7.3,46,0,8,0,49.46666666666667,6.266666666666667,83
343,Intern_343,19,female,data science,9,81,88,3.2,7.9,4.6,3.7,9.3,7.8,63,6.5,38,3,4,1,51.56666666666666,6.766666666666667,77
344,Intern_344,26,male,data science,6,78,63,9.7,9.8,4.3,6.5,8.3,5.8,66,3.2,107,2,6,1,45.166666666666664,6.633333333333334,72
345,Intern_345,20,female,web dev,6,99,84,3.4,8.6,6.1,6.4,9.3,5.4,67,9.9,102,5,5,0,52.46666666666667,6.7,94
346,Intern_346,24,male,data science,9,90,92,9.4,7.1,9.7,6.5,5.4,7.3,59,6.5,63,1,10,0,52.5,8.033333333333333,80
347,Intern_347,21,female,data science,6,81,86,5.5,6.5,4.3,8.3,6.0,3.0,64,7.7,19,5,3,0,52.76666666666667,4.6000000000000005,78
348,Intern_348,21,female,web dev,9,64,77,7.3,9.6,4.5,9.3,6.8,9.5,55,7.0,147,1,12,1,47.1,7.866666666666667,52
349,Intern_349,20,female,hr,9,92,93,8.0,7.9,3.9,5.1,9.2,5.2,69,3.3,71,5,4,1,55.699999999999996,5.666666666666667,88
350,Intern_350,22,female,iot,6,64,72,5.8,6.6,7.0,8.1,4.7,6.6,42,6.7,20,6,0,1,40.699999999999996,6.733333333333333,64
351,Intern_351,23,female,web dev,6,65,78,6.0,3.1,7.0,9.1,9.7,4.3,90,7.4,109,6,3,0,59.03333333333333,4.8,62
352,Intern_352,22,female,web dev,6,88,55,7.8,9.6,9.0,8.4,3.8,9.2,96,4.9,17,5,4,1,53.13333333333333,9.266666666666667,84
353,Intern_353,27,male,iot,3,73,76,3.5,6.5,6.9,7.1,6.3,9.0,62,5.9,56,3,3,0,48.36666666666667,7.466666666666666,70
354,Intern_354,19,female,hr,6,72,68,9.0,6.5,5.5,6.5,4.2,7.2,80,7.6,146,2,9,0,51.5,6.3999999999999995,63
355,Intern_355,25,male,data science,6,62,52,4.6,4.2,6.7,6.5,9.0,3.1,63,8.2,81,5,7,1,40.5,4.666666666666667,55
356,Intern_356,27,male,hr,6,75,84,4.6,3.2,3.2,5.6,4.5,7.9,92,6.5,113,4,2,1,60.53333333333333,4.766666666666667,73
357,Intern_357,22,female,web dev,9,74,72,4.4,6.5,5.5,4.4,3.0,5.0,64,5.6,53,6,1,0,46.800000000000004,5.666666666666667,73
358,Intern_358,26,male,data science,9,88,58,7.2,3.4,4.0,6.5,5.9,9.0,93,5.1,109,3,11,1,52.5,5.466666666666666,77
359,Intern_359,20,female,web dev,6,78,90,8.3,8.8,9.2,7.2,4.8,7.8,87,6.5,137,0,10,1,61.4,8.6,68
360,Intern_360,27,male,iot,6,73,77,9.0,5.1,5.8,4.2,9.4,4.2,55,7.9,110,1,5,0,45.4,5.033333333333332,68
361,Intern_361,21,male,data science,6,97,61,3.1,6.5,7.9,6.5,6.4,8.2,96,6.5,52,5,10,0,54.5,7.533333333333334,87
362,Intern_362,27,male,hr,9,75,63,7.9,7.7,8.0,7.0,6.5,9.7,72,4.5,83,2,12,1,47.333333333333336,8.466666666666667,63
363,Intern_363,19,male,marketing,3,100,59,5.4,5.6,6.8,8.0,7.6,7.4,64,7.3,77,1,14,1,43.666666666666664,6.599999999999999,86
364,Intern_364,23,male,web dev,6,61,97,7.8,6.5,5.4,4.5,8.9,5.6,78,7.9,144,5,7,0,59.833333333333336,5.833333333333333,54
